UI_20150317_000042	{@st43}{s22}Tiệm Làm Đầu{/}					
UI_20150317_000043	{@st59}Kiểu Tóc Trước{/}					
UI_20150317_000044	{@st59}Kiểu Tóc Tiếp{/}				
UI_20150317_000045	{@st41b} Đổi {s18} (Cần 100 icoins) {/}					
UI_20150317_000046	{@st59}Đổi Thành Kiểu Tóc Đang Chọn.{/}					
UI_20150317_000047	{@st41}Hủy					
UI_20150317_000048	{@st43}Chợ Đen{/}			
UI_20150317_000049	Tên Sách				
UI_20150317_000050	{@St59}Ngừng Đọc{/}					
UI_20150317_000051	{@st59}Trang Trước{/}					
UI_20150317_000052	{@st59}Trang Sau{/}				
UI_20150317_000053	{@st47}%s Đã Xuất Hiện!					
UI_20150317_000054	{@st43}Điểm{/}					
UI_20150317_000055	Sát Thương Nhận Vào	
UI_20150317_000056	Thưởng Kỹ Thuật					
UI_20150317_000057	Thưởng Tránh Né					
UI_20150317_000058	Thời Gian Hoàn Thành					
UI_20150317_000059	Tổng Điểm 					
UI_20150317_000060	{@st42}Thời Gian Đã Qua					
UI_20150317_000061	10 Phút				
UI_20150317_000062	10 Giây					
UI_20150317_000063	{@st44}Hoàn Thành				
UI_20150317_000064	{@st59}Đóng{/}				
UI_20150317_000065	{@st43}Máy Buff Tự Động					
UI_20150317_000066	Tên Máy Tự Động					
UI_20150317_000067	{@st43}Đăng Ký				
UI_20150317_000068	{@st43}Hủy					
UI_20150317_000069	Máy Buff Tự Động				
UI_20150317_000070	{@st59}Đóng					
UI_20150317_000071	{@st59}Máy Buff Tự Động{nl} - Bạn Có Thể Trả Silver Để Nhận Buff Từ Người Chơi Khác.					
UI_20150317_000072	Danh Sách Vận Chuyển					
UI_20150317_000073	{ol}{s22}Dỡ Hàng{/}				
UI_20150317_000074	Casting				
UI_20150317_000075	{@st43}Thiết Lập Game{/}					
UI_20150317_000076	{@st64}Dùng Phím Mũi Tên Để Chọn 1 ô!					
UI_20150317_000077	{@st43}Thông Tin Nâng Cao {/}					
UI_20150317_000078	{@st43}Chọn Class				
UI_20150317_000079	Psychokinesist				
UI_20150317_000080	{@st42}%s Circle {/}			
UI_20150317_000081	Bao Nhiêu circles					
UI_20150317_000082	Mô Tả Ngắn Về Class.					
UI_20150317_000083	{@st41b}Tấn Công {@sti7}%s{/}					
UI_20150317_000084	{@st41b}Hỗ Trợ {@sti7}%s{/}				
UI_20150317_000085	{@st41b}Độ Khó{@sti7}%s{/}					
UI_20150317_000086	{@st59}Đóng{/}					
UI_20150317_000087	Báo Động Phát Triển					
UI_20150317_000088	{@st43} Phát Triển					
UI_20150317_000089	{@sti7}{s14} Nhân vật {/}					
UI_20150317_000090	{@sti8}{s14} Class {/}					
UI_20150317_000091	{@st44}Chat{/}			
UI_20150317_000092	Tới. WWWWWWWW Và 1 Người Khác 					
UI_20150317_000093	Thường: /s chat {nl} Loa: /y chat {nl} Đội: /p chat{nl} Riêng: /w Tên Người Chơi	
UI_20150317_000094	{@st41}Chat Tất Cả{/}				
UI_20150317_000095	{@59}Đóng{/}					
UI_20150317_000096	{@59}Mời{/}					
UI_20150317_000097	{@st59}Tất Cả{/}			
UI_20150317_000098	{@st59}Thường (/s chat){/}			
UI_20150317_000099	{@st59}Loa (/y chat){/}				
UI_20150317_000100	{@st59}Đội (/p chat){/}				
UI_20150317_000101	{@st59}Riêng (/w team name chat){/}					
UI_20150317_000102	{@st59}Điều Chỉnh Cửa Sổ Chat{/}				
UI_20150317_000103	{@st43}{s22}Chat Cử Chỉ{/}				
UI_20150317_000104	{@st43}Cử Chỉ{/}					
UI_20150317_000105	{@st59b}Cử Chỉ {nl} {@st59s} - Cách Dùng: {nl} 1. Kéo Biểu Tượng Cử Chỉ Vào Rãnh Cử Chỉ Ở Phía Dưới. {nl} 2. Viết Cụm Từ Của Bạn Và Lưu. {nl} 3. Dùng Phím Tắt Để Đồng Thời Dùng Cụm Từ Và Cử Chỉ. {/}	
UI_20150317_000106	{@st59}Đóng{/}					
UI_20150317_000107	{@st41b}Lưu{/}					
UI_20150317_000108	{@st59}Lưu{/}					
UI_20150317_000109	{@st41b}Hủy{/}				
UI_20150317_000110	{@st59}Hủy{/}				
UI_20150317_000111	{@st42}Thiết Lập Chat				
UI_20150317_000112	{@st42}Độ Trong Suốt					
UI_20150317_000113	Hiện Bong Bóng Chat					
UI_20150317_000114	Hiện Loa Ở Phía Trên					
UI_20150317_000115	{@st43}Danh Sách Cheat{/}			
UI_20150317_000116	{@st42b}Vật Phẩm{/}	 			
UI_20150317_000117	{@st42b}Quái{/}			
UI_20150317_000118	{@st42b}Chuyển Bản Đồ{/}			
UI_20150317_000119	{@st42b}Trật Tự Combat{/}			
UI_20150317_000121	{s16}{b}.Tạo Vật Phẩm Bằng Cách Bấm Nút Tạo Hoặc Nháy Đúp	
UI_20150317_000120	{@st41b}Đóng{/}				
UI_20150317_000122	{s16}{b}ea					
UI_20150317_000123	{s16}{b}Lv.				
UI_20150317_000124	{@st41b}Tra Cứu{/}				
UI_20150317_000125	{s16}{b}Triệu Hồi Quái Bằng Cách Bấm Nút Tạo Hoặc Nháy Đúp.	
UI_20150317_000126	{s16}{b}ea				
UI_20150317_000127	{s16}{b}Chọn Vùng Mong Muốn.				
UI_20150317_000128	{s18}{b}Xem Bản Đồ Nhỏ{/}				
UI_20150317_000129	{@st41b}Danh Sách Công Cụ{/}				
UI_20150317_000130	{@st59b}Bộ Sưu Tập {nl}{@st59s}- Mua Collection Deck Và Kiếm Vật Phẩm Trong Đó. {nl} - Phím Nóng Bộ Sưu Tập Được Kích Hoạt Khi Bạn Dùng Collection Deck . {nl} {/}	
UI_20150317_000131	{@st59}Đóng{/}					
UI_20150317_000132	{@st43}Bộ Sưu Tập{/}					
UI_20150317_000133	{@st43}Phun Màu{/}					
UI_20150317_000134	{@st49}Phun Màu{/}					
UI_20150317_000135	{@st49}Màu{/}				
UI_20150317_000136	{@st49}Còn Lại{/}					
UI_20150317_000137	{@st49}Chải{/}					
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}Vẽ{/}{/}				
UI_20150317_000139	{@st49}{a Lưu_EDIT_SPRAY}Lưu{/}{/}				
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}Đưa Vào{/}{/}					
UI_20150317_000141	{@st49}Đóng{/}				
UI_20150317_000142	{@st43}Nhận thú cưng			
UI_20150317_000143	{@st59}Nhập Tên thú cưng Mới {/}			
UI_20150317_000144	{@st41b}Tên{/}				
UI_20150317_000145	{@st41b}Giá %s{/}				
UI_20150317_000146	{@st59}Đóng{/}				
UI_20150317_000147	{@st41b}Nhận Nuôi				
UI_20150317_000148	{@st59}Xác Nhận{/}					
UI_20150317_000149	{@st43}Tiệm thú cưng				
UI_20150317_000150	{@st59}Đóng{/}					
UI_20150317_000151	{@st43}Thông Tin Nhân Vật Khác{/}{@st42}				
UI_20150317_000152	{@st59}Đóng{/}				
UI_20150317_000153	{@st41b}Thông Tin				
UI_20150317_000154	{@st41b}Ghi Lại			
UI_20150317_000155	Tên Gia Đình				
UI_20150317_000156	Tên Nhân Vật					
UI_20150317_000157	Circle {#ffff00}%s{/} %s Lv. {#ffff00}%s{/}					
UI_20150317_000158	Chiến Binh					
UI_20150317_000159	Mục Lục Hành Trình {#ffff00}%s{/} (Rank{#ffff00}%s{/}/%s)				
UI_20150317_000160	Mục Lục Hành Trình {#ffff00}%s{/} ({#ffff00}Không Xếp Hạng{/})					
UI_20150317_000161	Tổng Thành Tích : {#ffff00}%s{/}				
UI_20150317_000162	Thiết lập					
UI_20150317_000163	Xóa Tiêu Đề Tab Để Xóa Tab.					
UI_20150317_000164	{@st49}Tất Cả{/}					
UI_20150317_000165	{@st49}Hệ Thống{/}					
UI_20150317_000166	{@st49}Nói Chuyện{/}					
UI_20150317_000167	{@st49}Giao Tranh{/}					
UI_20150317_000168	{@st49}Vật Phẩm{/}				
UI_20150317_000169	{@st43}Credits{/}				
UI_20150317_000170	{@st43}Thiết lập Khóa Mục Tiêu {/}					
UI_20150317_000171	Tên NPC				
UI_20150317_000172	So Sánh				
UI_20150317_000173	Minh Họa					
UI_20150317_000174	Chọn Đoạn Hội thoại				
UI_20150317_000175	Trợ Giúp				
UI_20150317_000176	{@st41}Chế tạo vật phảm{/}					
UI_20150317_000177	{@st45tw2}Đàn chế tạo vật phẩm...					
UI_20150317_000178	%r Giây	%r 초				
UI_20150317_000179	{@st41}Hủy{/}					
UI_20150317_000180	{@st45tw2}Số lượng{/}					
UI_20150317_000181	{@st45tw2}Bạn có muốn chế tạo vật phẩm này?				
UI_20150317_000182	{@st41}Xác nhận{/}					
UI_20150317_000183	Thông tin nhiệm vụ			
UI_20150317_000184	{@st59}Hủy Giao Dịch{/}				
UI_20150317_000185	{@st43}Giao Dịch Cá Nhân{/}					
UI_20150317_000186	Danh sách Giao Dịch Của Tôi			
UI_20150317_000187	Silver : %s				
UI_20150317_000188	Nhập vào					
UI_20150317_000189	{@st41}Đồng ý					
UI_20150317_000190	{@st41}Xác nhận					
UI_20150317_000191	Người Chơi Khác (%s) Danh Sách Giao Dịch					
UI_20150317_000192	Tên Người Chơi Khác					
UI_20150317_000193	{s18}{ol} {gr gradation1}Sự Kiện Bản Đồ{/}					
UI_20150317_000194	{s20}{ol}Tiêu diệt bộ lạc Vubbe! Bạn có muốn tham gia?				
UI_20150317_000195	{s20}{ol}%s Bạn có muốn tham gia?				
UI_20150317_000196	{s20}{ol}Số người tham gia : (1/5)					
UI_20150317_000197	{s20}{ol}Số người tham gia : (%s/%s)					
UI_20150317_000198	{s20}{ol}Trò chơi bắt đầu sau 1 giây.					
UI_20150317_000199	{s20}{ol}Trò Chơi bắt đầu sau %s Giây.					
UI_20150317_000200	Đừng hiện lại hôm nay.				
UI_20150317_000201	Không hiển thị sự kiện Bản Đồ.					
UI_20150317_000202	Tham gia Trò chơi					
UI_20150317_000203	Bắt đầu Trò chơi cùng người chơi khác.					
UI_20150317_000204	Từ chối lời mời.					
UI_20150317_000205	Thiết lập sẵn bình xịt					
UI_20150317_000206	{@st49}Chọn{/}				
UI_20150317_000207	{@st49}Hủy{/}					
UI_20150317_000208	{@st49}Xóa{/}				
UI_20150317_000209	Nhập tên file để Lưu.				
UI_20150317_000210	{@st43}Bạn Bè				
UI_20150317_000211	{@st59}Đóng{/}				
UI_20150317_000212	{@st59b}Bạn Bè{nl}{@st59s} - Trở thành bạn với người chơi khác trong Trò chơi. {nl} - Bạn có thể xem trạng thái của bạn bè trong tab Bạn Bè. {nl} - Trong tab Quản lý,  bạn có thể mời, từ chối hoặc chặn bạn bè của bạn . {/}	
UI_20150317_000213	{@st41b}Hiển thị bạn online{/}			
UI_20150317_000214	{@st41b}Danh sách					
UI_20150317_000215	{@st41b}Quản lí			
UI_20150317_000216	{@st41b}Gửi lời mời kết bạn				
UI_20150317_000217	{@st41b}Chặn				
UI_20150317_000218	{@st59}Tìm kiếm{/}					
UI_20150317_000219	{@st44}Bang Hội{/}				
UI_20150317_000220	Bang Hội					
UI_20150317_000221	Danh Sách				
UI_20150317_000222	Tin Tức				
UI_20150317_000223	Nhiệm Vụ Bang Hội				
UI_20150317_000224	Thành viên online				
UI_20150317_000225	{@st44}Tạo Bang Hội{/}				
UI_20150317_000226	{@st42}Tạo{/}					
UI_20150317_000227	{@st42}Đóng{/}					
UI_20150317_000228	{@st42}Tất Cả{/}					
UI_20150317_000229	{@st42}Xếp Hạng hôm nay{/}				
UI_20150317_000230	{@st42}Xếp Hạng Tuần{/}				
UI_20150317_000231	{@st56}Hạng {/}				
UI_20150317_000232	{@st56}Điểm{/}				
UI_20150317_000233	{@st56}Class{/}				
UI_20150317_000234	{@st56}Tên {/}				
UI_20150317_000235	Trang Trước					
UI_20150317_000236	Trang Sau				
UI_20150317_000237	{@st42}Tìm ID{/}				
UI_20150317_000238	Nhập ID để tìm					
UI_20150317_000239	Đóng đại sảnh của người nổi tiếng				
UI_20150317_000240	Nhập ID để tìm					
UI_20150317_000241	{@st59} Stamina {/}		
UI_20150317_000242	{@st43}Danh sách Hỗ trợ{/}				
UI_20150317_000243	{@st59}Đóng{/}			
UI_20150317_000244	{@st59b}Danh sách Hỗ trợ{nl}{@st59s} - Nếu bạn cần trợ giúp gì đó, bạn lúc nào củng có thể đọc những chủ đề giúp đỡ. {nl} - Chọn một chủ đề đẻ biết thêm thông tin. {/}	
UI_20150317_000245	{@st43}{s22}Hỗ Trợ{/}				
UI_20150317_000246	{@st47_b}{b}Các chủ đề hỗ trợ{/}				
UI_20150317_000247	{@st42b}Các nội dung cơ bản{/}					
UI_20150317_000248	{@st59}Xem thông tin chi tiết{/}			
UI_20150317_000249	Hãy nhập số lượng				
UI_20150317_000250	{@st59}Nhập nội dung{/}					
UI_20150317_000251	{@st41b}Xác nhận				
UI_20150317_000252	{@st59}Xác nhận {/}				
UI_20150317_000253	{@st41b}Đóng				
UI_20150317_000254	{@st59}Hủy {/}				
UI_20150317_000255	{@st43}Dịch chuyển{/}					
UI_20150317_000256	{@st59}Đóng{/}				
UI_20150317_000257	{@st59b}Dịch Chuyển{nl}{@st59s} - Cho phép bạn nhanh chóng di chuyển đến các khu vực bạn đã đi qua. {nl} - Tính năng này được kích hoạt khi hai hay nhiều điểm dịch chuyển đã được kích hoạt. {nl} {/}	
UI_20150317_000258	{@st41}Vị trí Hiện tại : %s{/}					
UI_20150317_000259	{@st43}{s22}Dịch chuyển{/}					
UI_20150317_000260	{@st41b}Bạn muốn dịch chuyển đến vùng này?{/}				
UI_20150317_000261	Điều cần biết về Siauliai					
UI_20150317_000262	Coin tiêu thụ : 0			
UI_20150317_000263	Giới Thiệu				
UI_20150317_000264	{@st43}Túi Đồ{/}			
UI_20150317_000265	{@st59}Đóng{/}					
UI_20150317_000266	{@st59b}Trang Bị {nl} {@st59s}- Tóc/Trang phục: Mặc Để thay đổi diện mạo nhân vật. {nl} - Vũ Khí: Có thể trang bị Vũ khí một tay hoặc hai tay {nl} (Vũ khí phụ / Khiên có thể được trang bị cùng với một vũ khí một tay) {nl} - Giáp: Áo, Quần, Găng tay, Giày. {nl} - Trang Sức: Có thể đeo 1 Dây Chuyền và 2 Vòng Tay. {nl} {/}	
UI_20150317_000267	{@st59}Trang trí tóc 1{/}					
UI_20150317_000268	{@st59}trang trí tóc 2{/}				
UI_20150317_000269	{@st59}Dây Chuyền{/}				
UI_20150317_000270	{@st59}Trang Phục{/}				
UI_20150317_000271	{@st59}Áo{/}					
UI_20150317_000272	{@st59}Găng Tay{/}					
UI_20150317_000273	{@st59}Quần{/}					
UI_20150317_000274	{@st59}Giày{/}					
UI_20150317_000275	{@st59}Tay Trái{/}					
UI_20150317_000276	{@st59}Tay Phải{/}				
UI_20150317_000277	{@st59}Vòng Tay 1{/}					
UI_20150317_000278	{@st59}Vòng Tay 2{/}				
UI_20150317_000279	{@st59}Băng Đeo{/}					
UI_20150317_000280	{@st59}Tìm Kiếm{/}					
UI_20150317_000281	Cân Nặng				
UI_20150317_000282	{@st43}Buff Trang bị{/}			
UI_20150317_000283	{@st59}Đóng{/}				
UI_20150317_000284	{@st42}Buff có thể dùng				
UI_20150317_000285	{@st42}Trang Phục{/}				
UI_20150317_000286	{@st42}Chạy				
UI_20150317_000287	{@st42}Vật phẩm đã chọn{/}					
UI_20150317_000288	{@st59}Nhẫn 1{/}					
UI_20150317_000289	{@st43}Chế tạo Vật Phẩm{/}				
UI_20150317_000290	{@st42b}Hiển thị vật phẩm có thể chế tạo{/}					
UI_20150317_000291	{@st59}Đóng{/}			
UI_20150317_000292	{@st43}{s22}Tách Vật Phẩm				
UI_20150317_000293	{@st59}Nhập số lượng{/}				
UI_20150317_000294	Thanh HP Của Quái					
UI_20150317_000295	{@st44}Bộ Vật Phẩm nhận được{/}				
UI_20150317_000296	Anh Hùng Bàn Phím					
UI_20150317_000297	Giết					
UI_20150317_000298	99 phút 99 giây				
UI_20150317_000299	38000 Điểm			
UI_20150317_000300	Dopping Tăng tốc				
UI_20150317_000301	{@st41}Xác Nhận{/}					
UI_20150317_000302	{@st59b} Nhật Ký Phiêu Lưu {nl}{@st59s}- Tiến trình chơi của bạn sẽ được lưu lại trong nhật ký hành trình. {nl} - Bạn có thể tăng tiến trình bằng cách: nhận được vật phẩm, giết quái, chế tạo, và khám phá thế giới.{nl}    Mục lục của hành trình : Tất cả mục lục của bạn. {nl}    Tăng Trưởng : 5 điểm cho mỗi cấp của nhân vật và cấp class {nl}    Vật Phẩm : Thiết Bị : Cấp Trang Bị X 10 Điểm, Sách : 10 points, Khác : 1 point {nl}    Quái Vật : 10 Điểm cho mỗi quái vật (50 Điểm cho Boss) {nl}    Bản Đồ : 1 Điểm cho mỗi 10% Bản Đồ được khám phá {nl}   Nhiệm Vụ : 1 điểm cho mỗi 1 nhiệm vụ {nl}    Thành Tích : Điểm tùy theo từng thành tích {nl}    Chế Tạo : 10 Điểm {nl}    Sưu Tầm : 5 điểm cho 1 bộ và 45 điểm khi hoàn thành {nl} - Bạn có thể nhận được quá đặc biết từ NPC trong thành phố tùy theo số điểm hành trình. {/}		
UI_20150317_000303	{@sti7}{s22}{ds}Thành Tích{/}					
UI_20150317_000304	{@st42b}{#22FF22} Top 10% / %s Điểm{/}					
UI_20150317_000305	{@st42b} Trung Bình / %s Điểm {/}				
UI_20150317_000306	Hạng 1 / %s Điểm					
UI_20150317_000307	Xếp Hạng 			
UI_20150317_000308	%s Điểm				
UI_20150317_000309	Chuyên Nghiệp					
UI_20150317_000310	Team					
UI_20150317_000311	{@st59}Đóng{/}					
UI_20150317_000312	{@st43}Xếp Hạng Phiêu Lưu{/}				
UI_20150317_000313	{@st43}{s22}Hạng   					
UI_20150317_000314	{@st43}{s22}Tên				
UI_20150317_000315	{@st43}{s22}Điểm				
UI_20150317_000316	{@st41}Chi tiết{/}				
UI_20150317_000317	{@st43}Bắt đầu Chế tạo{/}				
UI_20150317_000318	{@st59}Bắt đầu Chế tạo Vật Phẩm.{/}					
UI_20150317_000319	{@st44}Bàn Phím{/}					
UI_20150317_000320	{@st42}Giới hạn Thời gian					
UI_20150317_000321	{@st56}Giết{/}				
UI_20150317_000322	{@st56}Overkill{/}					
UI_20150317_000323	{@st56}Bắn{/}					
UI_20150317_000324	{@st56}Chết{/}				
UI_20150317_000325	Sức Mạnh Phép Thuật				
UI_20150317_000326	Phòng Thủ				
UI_20150317_000327	Kháng Phép					
UI_20150317_000328	Tỉ Lệ Crit					
UI_20150317_000329	{@st43}Khe Gem{/}				
UI_20150317_000330	{@st59}Đóng{/}				
UI_20150317_000331	Hãy bỏ Vật Phẩm vào				
UI_20150317_000332	Tiềm Lực				
UI_20150317_000333	Giá Thêm Khe Gem : {#ff9933}%s{/}{nl}Giá Tháo Gem : {#ff9933}%s{/}	
UI_20150317_000334	{@st41b}Thêm Khe Gem				
UI_20150317_000335	{@st41b}Tháo Gem					
UI_20150317_000336	{@st41}Chế Tạo{/}					
UI_20150317_000337	{@st41}%s %s ea				
UI_20150317_000338	Bản Đồ Khu Vực					
UI_20150317_000339	Khu Vực đã khám phá : 95.5%				
UI_20150317_000340	{@st45tw}Khu Vực đã khám phá%s% {/}				
UI_20150317_000341	{@st59}Đóng{/}					
UI_20150317_000342	{@st41}Bản Đồ{/}					
UI_20150317_000343	Shift(Xóa), Ctrl(Hiện ở giữa)				
UI_20150317_000344	{ol}Tiêu Đề					
UI_20150317_000345	{@st41}Thêm{/}				
UI_20150317_000346	{@st41}Xóa{/}					
UI_20150317_000347	{@st41}Lưu{/}					
UI_20150317_000348	{@st41}Tự Động{/}					
UI_20150317_000349	{@st41}Reset{/}					
UI_20150317_000350	{@st59}Thiết lập số lượng.{/}					
UI_20150317_000351	{ol}Nhóm				
UI_20150317_000352	{ol}Tin nhắn				
UI_20150317_000353	{ol}Âm thanh				
UI_20150317_000354	{@st41}Tạo Bản Đồ Nhỏ{/}					
UI_20150317_000355	{@st55}Bản Đồ Khu Vực				
UI_20150317_000356	{@st43}{s22}Chợ{/}					
UI_20150317_000357	{@st43}{s24}Chợ{/}					
UI_20150317_000358	{@st42b}Bộ Lọc{/}					
UI_20150317_000359	{@st42b}Loại{/}			
UI_20150317_000360	{@st42b}Lv. Yêu cầu{/}				
UI_20150317_000361	{@st42b}Lv Cường hóa{/}				
UI_20150317_000362	{@st42b}Tên					
UI_20150317_000363	{@st41b}Nhận %s					
UI_20150317_000364	{@st41b}Bán				
UI_20150317_000365	{@st41b}Tìm Kiếm				
UI_20150317_000366	{@st59}Đóng{/}					
UI_20150317_000367	{@st42b}Sắp xếp					
UI_20150317_000368	{@st41b}Mua					
UI_20150317_000369	{@st43}{s22}Nhận					
UI_20150317_000370	{@st41b}Nhận Tất Cả					
UI_20150317_000371	{@st41b}Nhận					
UI_20150317_000372	{@st43}{s22}Bán					
UI_20150317_000373	{@st42b}Số Lượng				
UI_20150317_000374	{@st42b}Giá				
UI_20150317_000375	{@st42b}Giấu Tên Người Bán{/}				
UI_20150317_000376	{@st41b}Đăng Kí				
UI_20150317_000377	Siege Coin				
UI_20150317_000378	Ai đó vừa giết người				
UI_20150317_000379	{@st43}Minigames{/}				
UI_20150317_000380	{@st49}Máy bắn đá{/}				
UI_20150317_000381	{@st44}Điều khiển phương hướng{/}					
UI_20150317_000382	{@st44}Bắn{/}				
UI_20150317_000383	Minigame				
UI_20150317_000384	{s18}{ol}{gr gradation1}Minigame Trốn tìm{/}					
UI_20150317_000385	{s16}Bạn có muốn tham gia mini-game?				
UI_20150317_000386	{s16}Số người tham gia : (0/5)				
UI_20150317_000387	{s16}Số người tham gia : (%s /%s)				
UI_20150317_000388	{s16}Trò chơi bắt đầu sau 1 giây.					
UI_20150317_000389	{s16}Trò chơi bắt đầu sau %s giây.				
UI_20150317_000390	{@st59}Phóng to{/}				
UI_20150317_000391	{@st59}Thu nhỏ{/}				
UI_20150317_000392	{@st59}Bản Đồ (M){/}					
UI_20150317_000393	{@st42b} Bản Đồ Khu Vực 			
UI_20150317_000394	{@st44}Kết hợp Vật Phẩm{/}				
UI_20150317_000395	{s16}{#FFcc66}{ol}Hãy chọn Vật Phẩm bạn muốn chế tạo{/}{/}	
UI_20150317_000396	{s16}{#FFcc66}{ol}Kéo thành phần vào khe		
UI_20150317_000397	{@st42}Chế tạo{/}				
UI_20150317_000398	{@st42} Hủy {/}				
UI_20150317_000399	Thông tin của %s				
UI_20150317_000400	Kepa hoặc ...				
UI_20150317_000401	{@st41}{Details}				
UI_20150317_000402	{s20}{#050505}Mô tả Quái Vật  Mô tả Quái Vật  Mô tả Quái Vật  Mô tả Quái Vật	
UI_20150317_000403	{@st41} Giết {/}					
UI_20150317_000404	{@st41} Overkill {/}				
UI_20150317_000405	{@st41} Giết bình thường {/}			
UI_20150317_000406	{@st41} Khu vực {/}		
UI_20150317_000407	{@st41} Vật Phẩm {/}			
UI_20150317_000408	{@st41} Thành Tích {/}		
UI_20150317_000409	Đối Tượng				
UI_20150317_000410	{@st43}Necronomicon{/}					
UI_20150317_000411	{@st59}Đóng{/}				
UI_20150317_000412	{@st59}Giờ tôi rất lười suy nghĩ.{/}	
UI_20150317_000413	Sinh Vật Triệu hồi : {#ffcc33}%s{/}				
UI_20150317_000414	Undead Harpy				
UI_20150317_000415	Skill : %s			
UI_20150317_000416	Skill 1, Skill 2				
UI_20150317_000417	Số Mảnh vỡ yêu cầu : %s				
UI_20150317_000418	Beast 60 / Insect 20/ Mutant 10				
UI_20150317_000419	Số Mảnh vỡ			
UI_20150317_000420	Phần 1				
UI_20150317_000421	Phần 2			
UI_20150317_000422	Phần 3					
UI_20150317_000423	Chúc Mừng! Bạn vừa lên lv.				
UI_20150317_000424	Báo động Vật Phẩm				
UI_20150317_000425	{@st64}Chi tiết{/}					
UI_20150317_000426	Cách chơi					
UI_20150317_000427	{@st42b}          Di chuyển một lần với mỗi phím nhấn{/}			
UI_20150317_000428	{@st42b}       Thực hiện cú đánh thường{/}				
UI_20150317_000429	{@st42b}                Nhảy lên{/}				
UI_20150317_000430	{@st42b}  Sử dụng hai phím để di chuyển theo đường chéo.{/}	
UI_20150317_000431	Công cụ sương mù				
UI_20150317_000432	Công cụ giết quái				
UI_20150317_000433	Công cụ làm bản đồ nhỏ				
UI_20150317_000434	Công cụ đối thoại					
UI_20150317_000435	{@st43}Thiết lập của GM{/}				
UI_20150317_000436	{@st59}Đóng{/}				
UI_20150317_000437	{@st59b}Thông tin tổ đội{nl}{@st59s} - Ấn ""Tạo Tổ Đội"" ở dưới để tạo một tổ đội. {nl} - Nháy chuột phải vào người chơi khác để gửi mời vào tổ đội. {nl} -  Những sự thay đổi của tổ đội có thể làm qua tab cài đặt. {nl} - Thiết lập các điều kiện cụ thể để tìm kiếm các thành viên từ danh sách công cộng.{/}	
UI_20150317_000438	{@st43}Thông tin tổ đội{/}				
UI_20150317_000439	{@st41b}Số thành viên{/}			
UI_20150317_000440	{@st41b}Sự kiện tổ đội {/}				
UI_20150317_000441	{@st41b}Thiết lập{/}				
UI_20150317_000442	{@st41}Số thành viên{/}				
UI_20150317_000443	{@st41}Điều kiện để gia nhập tổ đội					
UI_20150317_000444	{@st41b}Công Khai					
UI_20150317_000445	{@st41b}Cá nhân
